-1,slender_man.obj,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
1,slender_man.001_slender_man_mesh.001,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
2,slender_man.001_slender_man_mesh.001_slender_man_clothing,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
3,slender_man.001_slender_man_mesh.001_slender_man_skin,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000

0.090696,1.589989,-0.104769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090064,1.552803,-0.106473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.111842,1.554115,-0.076018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.108233,1.586893,-0.072884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090696,1.589989,-0.104769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.073975,1.592172,-0.118304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.055967,1.534147,-0.108159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090064,1.552803,-0.106473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.114330,1.519398,-0.029831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090917,1.513355,-0.005559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085928,1.555225,0.002421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.109266,1.554306,-0.028796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062865,1.500753,-0.005002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.057716,1.530894,0.001314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085928,1.555225,0.002421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090917,1.513355,-0.005559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052219,1.631122,0.021789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
